nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries,trial_success,is_phase1,is_phase2,is_phase3,is_phase4,is_combined_phase,phase_numeric,is_oncology,is_autoimmune,is_cns,is_cardiovascular,condition_count,log_enrollment,enrollment_size,is_small_trial,is_actual_enrollment,is_industry_sponsor,is_academic_sponsor,is_big_pharma,has_collaborators,is_multisite,is_international,is_us_trial,is_europe_trial,is_randomized,is_blinded,is_treatment_purpose,is_parallel,total_outcome_count,has_secondary_outcomes,is_drug,is_biological,is_device,intervention_count,has_multiple_interventions,start_date_dt,completion_date_dt,study_duration_days,start_year,is_recent_trial,complexity_score,is_complex_trial
NCT00630279,Dose-ranging Study to Evaluate Efficacy of SLV339 in Pancreatic Exocrine Insufficiency Due to Chronic Pancreatitis,"A Multi-center, Single-blind, Parallel-design, Randomized, Placebo-controlled, Dose-ranging Study to Evaluate Oral Recombinant Microbial Lipase Efficacy in Patients With Pancreatic Exocrine Insufficiency Due to Chronic Pancreatitis",TERMINATED,2008-02,2009-03,2009-08-06,INTERVENTIONAL,PHASE2,56.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Pancreatic Exocrine Insufficiency Due to Chronic Pancreatitis,Placebo|Recombinant Microbial Lipase SLV339|Recombinant Microbial Lipase SLV339|Recombinant Microbial Lipase SLV339,DRUG,1,1,18 Years,,ALL,False,Solvay Pharmaceuticals,INDUSTRY,0,50,Russia|Latvia|Sweden|Hungary|Poland|Czechia|Denmark,0.0,0,1,0,0,0,2.0,0,0,0,0,1,4.04305126783455,medium,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,1,1,0,0,4,1,2008-02-01,2009-03-01,394.0,2008.0,0,2,0
NCT00671879,Study to Evaluate Two Formulations of Carisoprodol in Subjects With Musculoskeletal Spasm of the Lower Back,"Randomized, Double-Blind, Double-Dummy Trial of Two Sustained Release Formulations of Carisoprodol Compared to Placebo in Subjects With Acute, Painful, Musculoskeletal Spasm of the Lower Back",COMPLETED,2008-04,2009-03,2012-11-21,INTERVENTIONAL,PHASE3,830.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Lower Back Pain,Carisoprodol SR 700 mg|Carisoprodol SR 500 mg|Placebo,DRUG,1,1,18 Years,70 Years,ALL,False,Meda Pharmaceuticals,INDUSTRY,0,73,United States,1.0,0,0,1,0,0,3.0,0,0,0,0,1,6.7226297948554485,xlarge,0,1,1,0,0,0,1,0,1,0,1,1,1,1,2,1,1,0,0,3,1,2008-04-01,2009-03-01,334.0,2008.0,0,1,0
NCT02118896,Study to Ascertain if Prolonged Release Tacrolimus (FK506E - MR4) is Safe and Effective When Used in the Long Term and in Combination With Other Immunosuppressive Drugs in Patients Who Have Received a Transplant,"A Long-term Follow up Study to Evaluate the Safety and Efficacy in Transplant Recipients Treated With Modified Release Tacrolimus, FK506E (MR4), Based Immunosuppression Regimen",COMPLETED,2003-02-24,2009-10-07,2024-11-22,INTERVENTIONAL,PHASE3,850.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Heart Transplantation|Liver Transplantation|Kidney Transplantation,FK506E,DRUG,2,3,18 Years,,ALL,False,Astellas Pharma Europe Ltd.,INDUSTRY,0,105,Germany|Switzerland|Italy|Netherlands|Finland|Spain|Czechia|Ireland|Canada|Sweden|United States|Austria|Australia|United Kingdom|Poland|Mexico|New Zealand|Denmark|South Africa|France|Belgium|Hungary|Brazil,1.0,0,0,1,0,0,3.0,0,0,0,1,3,6.7464121285733745,xlarge,0,1,1,0,0,0,1,1,1,1,0,0,1,0,5,1,1,0,0,1,0,,,,,0,2,0
NCT01432496,Peritoneal Nebulization of Ropivacaine for Pain Control After Laparoscopic Colectomy,"A Multicentric, Randomized, Controlled, Double Blinded, Phase III Clinical Trial; Comparing Peritoneal Nebulization of Ropivacaine 150 mg With Peritoneal Nebulization of Saline",TERMINATED,2011-09,2012-12,2013-02-25,INTERVENTIONAL,PHASE3,130.0,ESTIMATED,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Postoperative Pain,Ropivacaine 150 mg|saline 15 ml,DRUG,1,5,18 Years,80 Years,ALL,False,San Gerardo Hospital,OTHER,4,3,Italy,0.0,0,0,1,0,0,3.0,0,0,0,0,1,4.875197323201151,medium,0,0,0,1,0,1,1,0,0,1,1,1,1,1,6,1,1,0,0,2,1,2011-09-01,2012-12-01,457.0,2011.0,0,2,0
NCT06092762,A Study to Evaluate the Safety and Efficacy of AK120 in Subjects With Moderate to Severe Atopic Dermatitis,"a Multicenter, Randomized, Open Label Phase II Clinical Study to Evaluate the Safety and Efficacy of AK120 in the Treatment of Subjects With Moderate to Severe Atopic Dermatitis",COMPLETED,2023-11-06,2024-11-13,2024-11-25,INTERVENTIONAL,PHASE2,180.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Atopic Dermatitis,AK120,DRUG,1,6,18 Years,75 Years,ALL,False,Akeso,INDUSTRY,0,26,China,1.0,0,1,0,0,0,2.0,0,0,0,0,1,5.198497031265826,medium,0,1,1,0,0,0,1,0,0,0,1,0,1,1,7,1,1,0,0,1,0,,,,,0,1,0
NCT05038046,Combined Western and Traditional Chinese Medicine Daycare for DM Nephropathy Patients,Clinical Study of Combined Western Medicine and Traditional Chinese Medicine Daycare Model for Chronic Kidney Disease Patients,COMPLETED,2016-03,2018-05-16,2021-09-08,INTERVENTIONAL,PHASE3,25.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Diabetes Mellitus Nephropathy,Traditional Chinese Medicine (TCM) daycare model,OTHER,1,11,20 Years,,ALL,False,China Medical University Hospital,OTHER,1,1,Taiwan,1.0,0,0,1,0,0,3.0,0,0,0,0,1,3.258096538021482,small,1,1,0,1,0,1,0,0,0,0,0,0,1,1,12,1,0,0,0,1,0,2016-03-01,,,2016.0,1,1,0
NCT00511446,"Trial of Docetaxel, Oxaliplatin and Capecitabine (TEX) in Advanced or Metastatic Gastric Cancer","Phase II Trial of Docetaxel, Oxaliplatin and Capecitabine (TEX) in Advanced or Metastatic Gastric Cancer",COMPLETED,2007-08,2013-01,2013-06-26,INTERVENTIONAL,PHASE2,56.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Stomach Neoplasms,"docetaxel, oxaliplatin, capecitabine",DRUG,1,7,18 Years,,ALL,False,Martin-Luther-Universität Halle-Wittenberg,OTHER,0,10,Germany,1.0,0,1,0,0,0,2.0,0,0,0,0,1,4.04305126783455,medium,1,1,0,1,0,0,1,0,0,1,0,0,1,0,8,1,1,0,0,1,0,2007-08-01,2013-01-01,1980.0,2007.0,0,1,0
NCT01208688,FES Therapy:Restoring Voluntary Grasping Function in Chronic SCI,FES Therapy:Restoring Voluntary Grasping Function in Chronic SCI,COMPLETED,2009-09,2011-09,2012-09-25,INTERVENTIONAL,PHASE2,15.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Spinal Cord Injuries,FES Therapy|FES Therapy|Conventional Occupational Therapy,DEVICE|OTHER,1,4,18 Years,,ALL,False,Toronto Rehabilitation Institute,OTHER,1,1,Canada,1.0,0,1,0,0,0,2.0,0,0,0,0,1,2.772588722239781,small,1,1,0,1,0,1,0,0,0,0,1,0,1,1,5,1,0,0,1,3,1,2009-09-01,2011-09-01,730.0,2009.0,0,1,0
NCT00983788,Effect of Bezafibrate on Muscle Metabolism in Patients With Fatty Acid Oxidation Defects,Evaluation of the Effect of Bezafibrate on Muscle Metabolism During Exercise in Patients With CPTII and VLCAD Deficiency,COMPLETED,2009-10,2011-09,2012-05-30,INTERVENTIONAL,PHASE2,12.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,QUADRUPLE,Carnitine Palmitoyltransferase II Deficiency|Very Long Chain Acyl Coa Dehydrogenase Deficiency,Bezafibrate|Placebo,DRUG|OTHER,1,1,18 Years,70 Years,ALL,False,"Rigshospitalet, Denmark",OTHER,1,1,Denmark,1.0,0,1,0,0,0,2.0,0,0,0,0,2,2.5649493574615367,small,1,1,0,1,0,1,0,0,0,0,1,1,1,0,2,1,1,0,0,2,1,2009-10-01,2011-09-01,700.0,2009.0,0,2,0
NCT00743288,Melphalan and Panobinostat (LBH589) for the Treatment of Patients With Recurrent Multiple Myeloma,A Phase I/II Study of Oral Melphalan Combined With LBH589 for Patients With Relapsed or Refractory Multiple Myeloma (MM),COMPLETED,2008-07,2012-12,2014-05-08,INTERVENTIONAL,PHASE1|PHASE2,40.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Multiple Myeloma,Melphalan|Panobinostat,DRUG,3,2,18 Years,,ALL,False,Oncotherapeutics,INDUSTRY,1,4,United States,1.0,1,1,0,0,1,1.5,1,0,0,0,1,3.713572066704308,small,1,1,1,0,0,1,1,0,1,0,0,0,1,0,5,1,1,0,0,2,1,2008-07-01,2012-12-01,1614.0,2008.0,0,2,0
NCT04346888,"A Study to Evaluate the Efficacy, Safety and PD and PK of HBM9161 in MG Patients","A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy, Safety and Pharmacodynamic and Pharmacokinetic of HBM9161 (HL161) Subcutaneous Injection in Patients With Generalized Myasthenia Gravis",COMPLETED,2020-07-23,2021-08-24,2023-03-08,INTERVENTIONAL,PHASE2,30.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Myasthenia Gravis,HBM9161 Injection (680mg and 340 mg)|Placebos|HBM9161 Injection (340 mg),DRUG,1,11,18 Years,99 Years,ALL,False,Harbour BioMed (Guangzhou) Co. Ltd.,INDUSTRY,0,1,China,1.0,0,1,0,0,0,2.0,0,0,0,0,1,3.4339872044851463,small,1,1,1,0,0,0,0,0,0,0,1,1,1,1,12,1,1,0,0,3,1,,,,,0,2,0
NCT01001988,Long-term Follow-up of Immunogenicity of a Single Dose of Japanese Encephalitis Chimeric Virus Vaccine (JE-CV) in Toddlers,Long-term Follow-up of Immunogenicity of a Single Dose of JE-CV in Toddlers in Thailand and the Philippines,COMPLETED,2009-08-07,2013-10-16,2017-11-29,INTERVENTIONAL,PHASE3,596.0,ACTUAL,,SINGLE_GROUP,PREVENTION,NONE,Encephalitis|Japanese Encephalitis,Blood sample|JE-CV administered in Study JEC02,BIOLOGICAL|OTHER,2,0,2 Years,3 Years,ALL,True,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,0,4,Philippines|Thailand,1.0,0,0,1,0,0,3.0,0,0,0,0,2,6.391917113392602,xlarge,0,1,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,2,1,,,,,0,3,1
NCT00465803,A Phase IIIb Study of DuoTrav to Treat Glaucoma or Ocular Hypertension,Compliance Study Comparing DuoTrav to TRAVATAN Plus Timolol Using the Dosing Aid,COMPLETED,2007-03,,2014-07-24,INTERVENTIONAL,PHASE3,81.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Open-angle Glaucoma|Ocular Hypertension,"Travoprost 0.004%/timolol 0.5% ophthalmic solution|Travoprost ophthalmic solution, 0.004%|Timolol maleate ophthalmic solution, 0.5%",DRUG,1,0,18 Years,,ALL,False,Alcon Research,INDUSTRY,0,1,United States,1.0,0,0,1,0,0,3.0,0,0,0,1,2,4.406719247264253,medium,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,3,1,2007-03-01,,,2007.0,0,2,0
NCT01533727,CIK Cell Transfusion Plus Chemotherapy as Adjuvant Therapy for Stage IB-IIIA Non-Small Cell Lung Cancer (NSCLC),"A Phase 2,Open-label Study of Autologous Cytokine-Induced Killer Cell Transfusion Plus Chemotherapy as Adjuvant Therapy for Stage IB-IIIA Non-Small Cell Lung Cancer",WITHDRAWN,2011-08,2020-12,2013-12-09,INTERVENTIONAL,PHASE2,0.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Non-small Cell Lung Cancer,Autologous CIK Transfusion plus Chemotherapy|chemotherapy alone,DRUG,1,0,18 Years,70 Years,ALL,False,Sun Yat-sen University,OTHER,0,1,China,0.0,0,1,0,0,0,2.0,1,0,0,0,1,0.0,,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,1,2011-08-01,2020-12-01,3410.0,2011.0,0,1,0
NCT04864561,COV-COMPARE Immunogenicity of Vaccine VLA2001 Compared to AZD1222,"A Randomized, Observer-Blind, Controlled, Superiority Study To Compare The Immunogenicity Against COVID-19, Of VLA2001 Vaccine To AZD1222 Vaccine, In Adults Including a Randomized, Observer-blind, Placebo Controlled Part in Adolescents (≥12 to <18 Years)",COMPLETED,2021-04-26,2023-03-13,2023-03-20,INTERVENTIONAL,PHASE3,4034.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,TRIPLE,SARS-CoV-2 Virus Infection,VLA2001|AZD1222|VLA2001 - adolescent part|Placebo,BIOLOGICAL,3,39,12 Years,,ALL,True,Valneva Austria GmbH,INDUSTRY,0,31,United Kingdom,1.0,0,0,1,0,0,3.0,0,0,0,0,1,8.302761580704049,xlarge,0,1,1,0,0,0,1,0,0,1,1,1,0,1,42,1,0,1,0,4,1,,,,,0,2,0
NCT00313261,Safety and Efficacy Study of L-FMAU in Chronic HBV Patients of L-FMAU-201 Placebo Group,"An Open-Label, Phase II Study to Evaluate Safety, Tolerability, Antiviral Activity and Biochemical and Immunological Responses of L-FMAU (Clevudine) in Chronic Hepatitis B Patients of L-FMAU-201 Placebo Group",TERMINATED,2003-06,2005-02,2012-10-17,INTERVENTIONAL,PHASE2,,,NON_RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,Hepatitis B,Clevudine,DRUG,2,4,,,ALL,False,Bukwang Pharmaceutical,INDUSTRY,0,7,South Korea,0.0,0,1,0,0,0,2.0,0,0,0,0,1,0.0,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,1,1,0,0,1,0,2003-06-01,2005-02-01,611.0,2003.0,0,1,0
NCT02575261,CAR-T Cell Immunotherapy for EphA2 Positive Malignant Glioma Patients,Chimeric Antigen Receptor-Modified T Cells for EphA2 Positive Recurrent and Metastatic Malignant Glioma,WITHDRAWN,2015-09,2016-08-15,2020-07-16,INTERVENTIONAL,PHASE1|PHASE2,0.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,EphA2 Positive Malignant Glioma|CAR-T Cell Immunotherapy,CAR-T cell immunotherapy,BIOLOGICAL,1,1,18 Years,80 Years,ALL,False,"Fuda Cancer Hospital, Guangzhou",OTHER,0,1,China,0.0,1,1,0,0,1,1.5,1,0,0,0,2,0.0,,1,1,0,1,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,1,0,2015-09-01,,,2015.0,1,2,0
NCT00302861,A Study to Evaluate the Treatment of Previously Untreated B-Cell Chronic Lymphocytic Leukemia (B-CLL),Phase 1/2 Study to Evaluate the Feasibility and Tolerability of Treatment of Previously Untreated B-CLL Chronic Lymphocytic Leukemia (B-CLL) Patients With Recombinant Idiotype Conjugated to KLH (Id-KLH) Administered With GM-CSF,TERMINATED,2006-03,,2008-03-18,INTERVENTIONAL,PHASE1|PHASE2,86.0,,,,,,B-Cell Chronic Lymphocytic Leukemia,MyVax,BIOLOGICAL,2,0,18 Years,,ALL,,Genitope Corporation,INDUSTRY,0,0,,0.0,1,1,0,0,1,1.5,1,0,0,0,1,4.465908118654584,medium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2006-03-01,,,2006.0,0,1,0
NCT03167242,Efficacy and Safety of KAF156 in Combination With LUM-SDF in Adults and Children With Uncomplicated Plasmodium Falciparum Malaria,"A Phase 2 Interventional, Multicenter, Randomized Open Label Study to Determine the Effective and Tolerable Dose of KAF156 and Lumefantrine Solid Dispersion Formulation in Combination, Given Once Daily for 1, 2 and 3-days to Adults and Children With Uncomplicated Plasmodium Falciparum Malaria",COMPLETED,2017-08-02,2021-06-28,2022-02-10,INTERVENTIONAL,PHASE2,524.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Acute Uncomplicated Plasmodium Falciparum Malaria,KAF156|Coartem|Lumefantrine Solid Dispersion Formulation,DRUG,2,11,2 Years,,ALL,False,Novartis Pharmaceuticals,INDUSTRY,1,11,Thailand|India|Mali|Gabon|Vietnam|Mozambique|Burkina Faso|Uganda|Kenya,1.0,0,1,0,0,0,2.0,0,0,0,0,1,6.263398262591624,xlarge,0,1,1,0,1,1,1,1,0,0,1,0,1,1,13,1,1,0,0,3,1,,,,,0,3,1
NCT02536742,Palbociclib in Molecularly Characterized ER-positive/HER2-negative Metastatic Breast Cancer,A Phase II Study of Palbociclib Plus Fulvestrant for Pretreated Patients With ER+/HER2- Metastatic Breast Cancer,COMPLETED,2016-08-30,2022-12-22,2024-02-26,INTERVENTIONAL,PHASE2,124.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Metastatic Breast Cancer,Palbociclib|Fulvestrant,DRUG,1,2,18 Years,,FEMALE,False,ETOP IBCSG Partners Foundation,NETWORK,1,19,Italy|Belgium|United Kingdom,1.0,0,1,0,0,0,2.0,1,0,0,0,1,4.8283137373023015,medium,0,1,0,0,0,1,1,1,0,1,0,0,1,0,3,1,1,0,0,2,1,,,,,0,2,0
NCT00008242,"Thalidomide, Doxorubicin, and Dexamethasone in Treating Patients With Untreated Stage II or Stage III Multiple Myeloma","A Phase II Clinical Trial Of Thalidomide, Adramycin And Dexamethasone (TAD) As Initial Therapy For The Treatment Of Multiple Myeloma",COMPLETED,2000-08,2006-01,2013-03-07,INTERVENTIONAL,PHASE2,,,,,TREATMENT,,Multiple Myeloma and Plasma Cell Neoplasm,dexamethasone|doxorubicin hydrochloride|thalidomide,DRUG,0,0,18 Years,,ALL,False,Memorial Sloan Kettering Cancer Center,OTHER,1,1,United States,1.0,0,1,0,0,0,2.0,1,0,0,0,1,0.0,,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,2000-08-01,2006-01-01,1979.0,2000.0,0,1,0
